stride,feature_set,n_features,model,K0,chi,chi_err
250,add_5,21,KMeans,4.75,0.2509464685497397,0.0021327747611911644
250,add_5,21,KMeans,4.76,0.24906469294785671,0.00400666938090009
250,add_5,21,KMeans,4.77,0.2508002939792754,0.0015280671936050917
250,add_5,21,KMeans,4.78,0.2498985236389116,0.0026209959690142184
250,add_5,21,KMeans,4.79,0.2503027829502767,0.002105074107609112
250,add_5,21,KMeans,4.81,0.2505306281082226,0.0014507702186164564
250,add_5,21,KMeans,4.82,0.2501858375322257,0.0016750477492937029
250,add_5,21,KMeans,4.83,0.2509884171313253,0.0009744988448954743
250,add_5,21,KMeans,4.84,0.24620395662749336,0.005458950333365235
250,add_5,21,KMeans,4.85,0.25054882254493244,0.00154404146070838
250,add_5,21,KMeans,4.86,0.24879210999293772,0.004536795468131436
250,add_5,21,KMeans,4.87,0.2500480668212934,0.0020792075621744025
250,add_5,21,KMeans,4.88,0.2507014656574436,0.0007385691538071668
250,add_5,21,KMeans,4.9,0.25127034284788285,0.001268610089536807
250,add_5,21,KMeans,4.93,0.2514600479296444,0.0009999164000333478
100,add_5,21,KMeans,4.67,0.24513415734293348,0.003987099242610266
100,add_5,21,KMeans,4.7,0.24335923135028822,0.004790520693000819
100,add_5,21,KMeans,4.72,0.24909144485868465,0.001954280745295444
100,add_5,21,KMeans,4.73,0.2496782685645785,0.0015462312312717486
100,add_5,21,KMeans,4.74,0.24683903751494046,0.0026909825649911127
100,add_5,21,KMeans,4.75,0.2461378195499155,0.002590815442608541
100,add_5,21,KMeans,4.76,0.24470038564633828,0.0038906256469005748
100,add_5,21,KMeans,4.77,0.24887568825397707,0.0017113426299264429
100,add_5,21,KMeans,4.78,0.24926686958070016,0.0011605151645524509
100,add_5,21,KMeans,4.79,0.2502777684708089,0.0005374471008231518
100,add_5,21,KMeans,4.81,0.2504483354287528,0.0008628907351477123
100,add_5,21,KMeans,4.82,0.25067901351965394,0.001874259986757161
100,add_5,21,KMeans,4.83,0.2503379079280229,0.0003185702062085918
100,add_5,21,KMeans,4.84,0.24710595184005282,0.003949064695979215
100,add_5,21,KMeans,4.85,0.2506242472115547,0.0008761746847525446
100,add_5,21,KMeans,4.86,0.24975842917559965,0.0011047875360770624
100,add_5,21,KMeans,4.87,0.25023028307938494,0.0005863251330803131
100,add_5,21,KMeans,4.88,0.24971858096767177,0.0011022231060559477
100,add_5,21,KMeans,4.9,0.24194357855806342,0.005203068526807157
100,add_5,21,KMeans,4.93,0.24700221088895596,0.003476872822130223
250,add_5,21,Agglomerative,4.67,0.006992658328694319,0.004900558395664505
250,add_5,21,Agglomerative,4.7,0.025009285625851068,0.01921086958910242
250,add_5,21,Agglomerative,4.72,0.06298028088947373,0.019506113256113244
250,add_5,21,Agglomerative,4.73,0.05168863532034881,0.01654997664780857
250,add_5,21,Agglomerative,4.74,0.08285799168152101,0.01976920200550503
250,add_5,21,Agglomerative,4.75,0.0925991195061634,0.026122478144701252
250,add_5,21,Agglomerative,4.76,0.0896431073239501,0.034555916868579034
250,add_5,21,Agglomerative,4.77,0.11581968246549205,0.016964617220001824
250,add_5,21,Agglomerative,4.78,0.12568086630064715,0.017570107164795516
250,add_5,21,Agglomerative,4.79,0.17275927778349082,0.020982717411288834
250,add_5,21,Agglomerative,4.81,0.14367630344511476,0.016257444115570126
250,add_5,21,Agglomerative,4.82,0.16501747923068075,0.01699861794840212
250,add_5,21,Agglomerative,4.83,0.18410721461834903,0.015145265062144635
250,add_5,21,Agglomerative,4.84,0.21230660720425334,0.023231560676630077
250,add_5,21,Agglomerative,4.85,0.18725731774808077,0.014670470086626992
250,add_5,21,Agglomerative,4.86,0.18391572071626533,0.024629689330588903
250,add_5,21,Agglomerative,4.87,0.1871646219626375,0.020798669288165414
250,add_5,21,Agglomerative,4.88,0.2103208386799587,0.012998855845980777
250,add_5,21,Agglomerative,4.9,0.21727354371507826,0.010722171238745247
250,add_5,21,Agglomerative,4.93,0.2159324864676846,0.01503763159121279
100,add_5,21,Agglomerative,4.67,0.2194074340783647,0.007659054239536184
100,add_5,21,Agglomerative,4.7,0.18400260267075985,0.014525729384600124
100,add_5,21,Agglomerative,4.72,0.20619275532924264,0.013612099644128087
100,add_5,21,Agglomerative,4.73,0.2060874450446124,0.009996375107008527
100,add_5,21,Agglomerative,4.74,0.2084752782268786,0.013176297672529928
